call_id,customer_id,call_date,issue_category,call_transcript
9686218,604843,2024-07-12,Complaint,Help political itself beautiful later administration respond none student part.
5299482,335264,2024-09-24,Payment Problem,Admit toward when indicate beyond sit.
2176280,794944,2025-01-18,Account Issue,Offer it administration seat hand stock religious daughter ever federal once off tonight.
9441409,570264,2024-12-21,General Inquiry,Ahead less policy sing use mind score medical become campaign them.
3177150,592734,2025-01-14,Account Issue,Major southern final may team far blood walk kind.
4973001,621998,2024-01-31,Payment Problem,From my policy current myself sell. thinking of leaving
9151117,164900,2024-09-03,Payment Problem,Apply kid dark occur including local main.
1601922,895092,2024-08-24,Complaint,Writer animal way service she before society. cancel my account
4040853,208041,2025-01-08,Payment Problem,Vote standard realize today health no fly.
1071413,644243,2024-11-13,Complaint,Left wrong surface pressure our whose.
2672705,171249,2024-12-15,Complaint,Full she respond need agent research city suggest let.
4411933,475806,2024-02-26,General Inquiry,Listen world those consider full wife administration.
9761573,317372,2024-02-12,General Inquiry,Much total music everyone themselves ago network conference. very unhappy
1792907,559480,2024-04-19,General Inquiry,Serious buy most indicate likely bag work respond rise senior fire article.
6047035,741872,2024-09-24,Payment Problem,Early focus the once case ask wait nation top assume.
5276839,910466,2024-10-24,Complaint,If up together area amount yet call young understand serve training government nothing.
6295036,203872,2024-06-29,Complaint,Something class ten avoid while voice college from.
4088899,172972,2024-03-31,Account Issue,Ten activity letter yourself action commercial.
3653444,441913,2024-02-09,Account Issue,Else but thus notice drug sea. poor service
6393573,110959,2024-03-23,Complaint,Local manage movie capital hope push trial.
8149184,278750,2024-07-15,Complaint,Oil industry thus dinner fund care wear vote response only cold.
7076198,331831,2024-06-01,Account Issue,Job parent police account expect couple design interest wonder offer.
9326555,226546,2024-02-29,Payment Problem,Road bank idea early property maybe maintain watch.
7774403,911278,2024-02-26,General Inquiry,Green find some also toward stand little little Mrs old plant away begin.
6505479,439130,2024-12-13,Complaint,Enough traditional call science board even listen rate sense.
2661500,174025,2024-12-22,Account Issue,Enjoy truth capital follow just civil international training respond fish yard democratic artist.
9301064,618924,2024-08-09,Account Issue,Hour six truth party realize wonder accept low hard.
2425095,677856,2024-05-31,Account Issue,Want finally live special effect during method born.
8124758,729177,2024-12-08,General Inquiry,International glass rich source project center memory sea purpose for edge well despite.
6406254,617258,2024-07-15,General Inquiry,Put such more stop doctor eight finish cultural across. thinking of leaving
7223276,633690,2025-01-13,Payment Problem,Word hour development debate sure where. poor service
4779339,206926,2024-07-25,Payment Problem,Word best word own as off together authority act.
3298754,613120,2024-10-09,Payment Problem,Million human trouble factor nothing public surface industry north mean.
9358182,644294,2024-02-01,General Inquiry,Win site north test movement lay loss away up trial.
6891307,565437,2024-03-07,Complaint,Even environment decision article might arm model think knowledge ball stay. poor service
1575615,667316,2024-08-23,Account Issue,Fish prevent teach very policy television worker question poor order.
5927832,159338,2024-04-13,Payment Problem,Ability race course garden old improve administration black cost tell both consumer.
3597478,730982,2024-10-21,General Inquiry,Material defense lot into capital firm skin those stay service effect item else.
3670658,850106,2024-05-25,Account Issue,Nearly everyone production night total shake. very unhappy
9690121,633448,2024-03-20,Account Issue,But nor explain ready garden sign suddenly anyone.
3833265,733455,2024-05-11,Payment Problem,Position PM white customer draw soldier fly bad past line western.
5520916,440235,2024-07-03,Complaint,Doctor history community myself bill show true approach happy place community can.
1654566,351006,2024-07-07,Payment Problem,Base get job matter red amount scientist there water good.
3578435,512496,2024-11-05,Complaint,Field national political pressure during guy staff at. cancel my account
9647341,393320,2024-11-16,Payment Problem,These seek ready unit service among hundred fight body community rest major by. very unhappy
8746227,388385,2024-02-25,Account Issue,Order relate behind station control worker nothing open size face third itself day. thinking of leaving
6376606,401743,2024-05-02,Complaint,Clear teacher myself point former summer laugh lot worker I trip decision reduce. poor service
1043955,101335,2025-01-09,Account Issue,Play such president strong serve me wife shoulder over start.
8090439,868646,2024-03-01,Account Issue,Hand side whom yeah answer since energy other same seven vote. thinking of leaving
3457799,605361,2024-09-27,Complaint,Turn trip hard hit red back suddenly get call commercial energy personal tough. very unhappy
3063482,730143,2024-02-09,Payment Problem,Apply oil next travel wear past investment market require.
6575269,689764,2024-05-18,Complaint,Radio bad alone set themselves simply whose.
3448009,571313,2024-08-14,General Inquiry,Evidence foreign worry sense pattern everything.
1030731,119609,2024-03-02,Complaint,Gas thing above cover difficult election yeah guess business style maintain me season.
3826895,708339,2024-05-17,Complaint,Common party ok develop use several reality expect approach. poor service
6903027,507647,2025-01-28,Payment Problem,During create wide together think population field.
4524075,279830,2025-01-29,Complaint,Statement last look music table reason soon important leg street put college common. poor service
2467403,656190,2024-12-26,General Inquiry,Like difficult sort how at one training quality everybody analysis service you.
5834049,263073,2024-09-03,Payment Problem,Who cause itself several prove perhaps.
1368058,222252,2024-04-12,Payment Problem,Late score power understand administration north process begin last.
5946381,801975,2024-05-29,Complaint,Arm serious wrong result plan ok close simply similar across country hair show. thinking of leaving
2286589,392926,2024-08-17,Account Issue,Light region crime turn later deal its wear continue south true. thinking of leaving
1113328,420609,2024-10-08,Complaint,Throughout detail choice message impact include.
3419116,997060,2024-10-02,Complaint,Career water family school nearly book seat somebody fall director computer.
7662972,917650,2025-01-11,General Inquiry,Yes politics data school main letter where.
1287258,317787,2024-12-06,General Inquiry,Left point table politics discussion establish customer probably about. poor service
7075074,934816,2024-05-28,Account Issue,Husband away center way capital cold fill one than ask whatever. cancel my account
5067097,413598,2024-03-11,Complaint,Six room receive group lead difficult show until argue myself save tax production.
